ID,text
189707,"<s>Human: This crash occurred in Cook County on 11/29/2022 at 15:00 o'clock. The crash happened in the city of Arlington Hts, classified as Over 50,000 area, on None at milepost 0.0. The roadway is classified as Minor Arterial, and the location was identified as an Urban Multilane Divided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Cloudy/overcast weather at the time of the crash. The crash occurred on a Not Divided Two-way with Traffic Signal in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Following Too Closely, with secondary contributing cause (Not Applicable).Vehicle 0, a 2019 model, was moving North and was traveling straight ahead before the crash.Vehicle 1, a 2020 model, was moving North and was traveling straight ahead before the crash.The driver was a 57-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 35-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
194665,"<s>Human: This crash occurred in McHenry County on 5/2/2022 at 17:00 o'clock. The crash happened in the city of Ringwood, classified as Population Under 2,500 area, on Illinois Route No.031 at milepost 53.79. The roadway is classified as Other Principal Arterial, and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Cloudy/overcast weather at the time of the crash. The crash occurred on a Divided, no median barrier Two-way with Traffic Signal in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Failing To Yield Right-of-Way, with secondary contributing cause (Driving Skills/Knowledge/Experience).Vehicle 0, a 2010 model, was moving Southeast and was traveling straight ahead before the crash.Vehicle 1, a 2002 model, was moving North and was traveling straight ahead before the crash.The driver was a 38-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 49-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.There was also a passenger, a 11-year-old female, seated in the Passenger.</s>
<s>Assistant: <ZERO>
<\s>"
126897,"<s>Human: This crash occurred in Cook County on 11/15/2022 at 17:00 o'clock. The crash happened in the city of Chicago, classified as Chicago area, on Interstate No.094 at milepost 58.26. The roadway is classified as Interstate, and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Wet with Darkness, Lighted Road lighting conditions and Rain weather at the time of the crash. The crash occurred on a Divided - w/median barrier Two-way with Other in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Improper Lane Usage, with secondary contributing cause (Failing to Reduce Speed to Avoid Crash).Vehicle 0, a 2007 model, was moving North and was traveling straight ahead before the crash.The driver was a 23-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
147444,"<s>Human: This crash occurred in St. Clair County on 1/2/2022 at 1:00 o'clock. The crash happened in the city of Unincorporated, classified as Unincorporated area, on None at milepost 0.0. The roadway is classified as Major Collector (Includes Collector (Urban)), and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Wet with Darkness lighting conditions and Rain weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Failing to Reduce Speed to Avoid Crash, with secondary contributing cause (Weather).Vehicle 0, a 2012 model, was moving North and was traveling straight ahead before the crash.The driver was a 41-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
216353,"<s>Human: This crash occurred in Cumberland County on 11/19/2022 at 12:00 o'clock. The crash happened in the city of Unincorporated, classified as Unincorporated area, on None at milepost 0.0. The roadway is classified as Major Collector (Includes Collector (Urban)), and the location was identified as an Rural 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Darkness lighting conditions and Clear weather at the time of the crash. The crash occurred on a Divided, no median barrier Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Not Applicable, with secondary contributing cause (Not Applicable).Vehicle 0, a 2004 model, was moving North and was traveling straight ahead before the crash.The driver was a 51-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
283369,"<s>Human: This crash occurred in Grundy County on 6/8/2022 at 15:00 o'clock. The crash happened in the city of Morris, classified as 10,000 – 25,000 area, on US Route No.006 at milepost 122.15. The roadway is classified as Other Principal Arterial, and the location was identified as an Urban Multilane Undivided Non-Freeway. This crash was not related to an intersection.

The road surface was Wet with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Divided, no median barrier Two-way with Traffic Signal in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Failing to Reduce Speed to Avoid Crash, with secondary contributing cause (Cell Phone User Other Than Texting).Vehicle 0, a 2015 model, was moving South and was traveling straight ahead before the crash.Vehicle 1, a 2015 model, was moving South and was traveling straight ahead before the crash.The driver was a 25-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 61-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
271597,"<s>Human: This crash occurred in St. Clair County on 9/29/2022 at 17:00 o'clock. The crash happened in the city of Fairview Hts, classified as 10,000 – 25,000 area, on Interstate No.166 at milepost 3.19. The roadway is classified as Minor Arterial, and the location was identified as an Urban Multilane Undivided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Two-way continuous left-turn Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Failing To Yield Right-of-Way, with secondary contributing cause (Driving Skills/Knowledge/Experience).Vehicle 0, a (UNK) model, was moving Southeast and was traveling straight ahead before the crash.Vehicle 1, a (UNK) model, was moving West and was traveling straight ahead before the crash.The driver was a 33-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 21-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
4544,"<s>Human: This crash occurred in Peoria County on 1/4/2022 at 12:00 o'clock. The crash happened in the city of Peoria, classified as Over 50,000 area, on Illinois one-way couple No.593 at milepost 6.9. The roadway is classified as Minor Arterial, and the location was identified as an Urban Multilane Undivided Non-Freeway. This crash was not related to an intersection.

The road surface was Wet with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Failing To Yield Right-of-Way, with secondary contributing cause (Unable to Determine).Vehicle 0, a 2019 model, was moving East and was traveling straight ahead before the crash.Vehicle 1, a 2012 model, was moving South and was traveling straight ahead before the crash.The driver was a 18-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 63-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
151999,"<s>Human: This crash occurred in Cook County on 4/9/2022 at 9:00 o'clock. The crash happened in the city of Orland Park, classified as Over 50,000 area, on None at milepost 0.0. The roadway is classified as Unknown, and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Equipment - Vehicle Condition, with secondary contributing cause (Not Applicable).Vehicle 0, a 2018 model, was moving East and was traveling straight ahead before the crash.Vehicle 1, a 2000 model, was moving West and was traveling straight ahead before the crash.The driver was a 42-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 31-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
41851,"<s>Human: This crash occurred in Sangamon County on 7/1/2022 at 5:00 o'clock. The crash happened in the city of Springfield, classified as Over 50,000 area, on Illinois Route No.004 at milepost 161.87. The roadway is classified as Other Principal Arterial, and the location was identified as an Urban Multilane Divided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Divided, no median barrier Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Distraction - From Inside Vehicle, with secondary contributing cause (Following Too Closely).Vehicle 0, a 2017 model, was moving North and was traveling straight ahead before the crash.Vehicle 1, a 2003 model, was moving North and was traveling straight ahead before the crash.The driver was a 29-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at .000.There was also a passenger, a 29-year-old female, seated in the Passenger.The driver was a 30-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at .000.There was also a passenger, a unknown-year-old male, seated in the Second Row Right.</s>
<s>Assistant: <TWO>
<\s>"
68837,"<s>Human: This crash occurred in Jo Daviess County on 10/23/2022 at 15:00 o'clock. The crash happened in the city of Apple River, classified as Population Under 2,500 area, on US Route No.040 at milepost 0.39. The roadway is classified as Local Road or Street, and the location was identified as an Rural 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Improper Lane Usage, with secondary contributing cause (Distraction - From Inside Vehicle).Vehicle 0, a 2006 model, was moving West and was traveling straight ahead before the crash.The driver was a 66-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
286431,"<s>Human: This crash occurred in Cook County on 10/8/2022 at 21:00 o'clock. The crash happened in the city of Chicago, classified as Chicago area, on None at milepost 0.0. The roadway is classified as Unknown, and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Darkness lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Unable to Determine, with secondary contributing cause (Unable to Determine).Vehicle 0, a 2007 model, was moving East and was traveling straight ahead before the crash.The driver was a 60-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.There was also a passenger, a 34-year-old female, seated in the nan.</s>
<s>Assistant: <ONE>
<\s>"
149815,"<s>Human: This crash occurred in Kane County on 10/21/2022 at 14:00 o'clock. The crash happened in the city of Wayne, classified as Population Under 2,500 area, on Illinois Route No.025 at milepost 22.26. The roadway is classified as Other Principal Arterial, and the location was identified as an Urban Multilane Divided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Divided - w/median barrier Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Following Too Closely, with secondary contributing cause (Failing to Reduce Speed to Avoid Crash).Vehicle 0, a 2018 model, was moving South and was traveling straight ahead before the crash.Vehicle 1, a 2009 model, was moving South and was traveling straight ahead before the crash.The driver was a 18-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 38-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
149183,"<s>Human: This crash occurred in Cook County on 4/6/2022 at 3:00 o'clock. The crash happened in the city of Wheeling, classified as 25,000 – 50,000 area, on None at milepost 0.0. The roadway is classified as Unknown, and the location was identified as an Urban Multilane Undivided Non-Freeway. This crash was not related to an intersection.

The road surface was Wet with Darkness, Lighted Road lighting conditions and Rain weather at the time of the crash. The crash occurred on a Divided - w/median barrier Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Equipment - Vehicle Condition, with secondary contributing cause (Not Applicable).Vehicle 0, a 2004 model, was moving South and was traveling straight ahead before the crash.The driver was a 68-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ONE>
<\s>"
108100,"<s>Human: This crash occurred in Cook County on 3/28/2022 at 5:00 o'clock. The crash happened in the city of Chicago, classified as Chicago area, on Interstate Business Loop No.90 at milepost 0.01. The roadway is classified as Local Road or Street, and the location was identified as an Urban Multilane Divided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with Stop Sign in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Not Applicable, with secondary contributing cause (Not Applicable).Vehicle 0, a 2002 model, was moving South and was traveling straight ahead before the crash.Vehicle 1, a 2000 model, was moving North and was traveling straight ahead before the crash.The driver was a 59-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 49-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
35638,"<s>Human: This crash occurred in Cook County on 3/1/2022 at 10:00 o'clock. The crash happened in the city of Chicago, classified as Chicago area, on US Route No.415 at milepost 1.52. The roadway is classified as Major Collector (Includes Collector (Urban)), and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Daylight lighting conditions and Clear weather at the time of the crash. The crash occurred on a Four way with Traffic Signal in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 3 vehicles. The primary cause of the crash was Driving On Wrong Side/Wrong Way, with secondary contributing cause (Unable to Determine).Vehicle 0, a 2005 model, was moving South and was traveling straight ahead before the crash.Vehicle 1, a (UNK) model, was moving East and was traveling straight ahead before the crash.Vehicle 2, a 2019 model, was moving West and was traveling straight ahead before the crash.A total of four drivers were involved in the crash, all male, with blood alcohol content (BAC) levels of 96%. Three of the drivers had passengers: one had two male passengers, aged 19 and 18, while another had one female passenger. The fourth driver was alone in the vehicle.</s>
<s>Assistant: <THREE OR MORE THAN THREE>
<\s>"
297553,"<s>Human: This crash occurred in Cook County on 6/13/2022 at 4:00 o'clock. The crash happened in the city of Chicago, classified as Chicago area, on None at milepost 0.0. The roadway is classified as Unknown, and the location was identified as an Urban 2 Lane Roads. This crash was not related to an intersection.

The road surface was Wet with Darkness lighting conditions and Rain weather at the time of the crash. The crash occurred on a One-Way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Unable to Determine, with secondary contributing cause (Not Applicable).Vehicle 0, a (UNK) model, was moving Unknown and was traveling straight ahead before the crash.Vehicle 1, a 2017 model, was moving North and was traveling straight ahead before the crash.The driver was a unknown-year-old gender unspecified with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
290376,"<s>Human: This crash occurred in Macoupin County on 10/6/2022 at 5:00 o'clock. The crash happened in the city of Unincorporated, classified as Unincorporated area, on None at milepost 0.0. The roadway is classified as Major Collector (Includes Collector (Urban)), and the location was identified as an Rural 2 Lane Roads. This crash was not related to an intersection.

The road surface was Dry with Darkness lighting conditions and Clear weather at the time of the crash. The crash occurred on a Not Divided Two-way with No Controls in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 1 vehicles. The primary cause of the crash was Animal, with secondary contributing cause (Not Applicable).Vehicle 0, a 2008 model, was moving North and was traveling straight ahead before the crash.The driver was a 53-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.</s>
<s>Assistant: <ZERO>
<\s>"
54886,"<s>Human: This crash occurred in Lake County on 10/18/2022 at 18:00 o'clock. The crash happened in the city of Deerfield, classified as 10,000 – 25,000 area, on None at milepost 0.0. The roadway is classified as Interstate, and the location was identified as an Urban Multilane Divided Non-Freeway. This crash was not related to an intersection.

The road surface was Dry with Darkness lighting conditions and Clear weather at the time of the crash. The crash occurred on a T-intersection with Traffic Signal in place, and it was confirmed that the crash did not occur in a work zone.

The crash involved 2 vehicles. The primary cause of the crash was Failing To Yield Right-of-Way, with secondary contributing cause (Failing to Reduce Speed to Avoid Crash).Vehicle 0, a 2012 model, was moving East and was traveling straight ahead before the crash.Vehicle 1, a 2018 model, was moving West and was traveling straight ahead before the crash.The driver was a 24-year-old male with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.The driver was a 67-year-old female with no visible distractions, sitting in the Driver. The driver’s blood alcohol content was tested and measured at 96.There was also a passenger, a 30-year-old female, seated in the Passenger.</s>
<s>Assistant: <ONE>
<\s>"
